trial,utterances,trigger_feature,nuisance_feature,production_target,production_competitor,production_distractor1,production_distractor2,production_index_target,production_index_competitor,production_index_distractor1,production_index_distractor2,trigger_object,trigger_word,interpretation_target,interpretation_competitor,interpretation_distractor,interpretation_index_target,interpretation_index_competitor,interpretation_index_distractor,context_production,context_interpretation,alpha_production,scores_production_target,scores_production_competitor,scores_production_distractor1,scores_production_distractor2,scores_production_target_npnlg,scores_production_competitor_npnlg,scores_production_distractor1_npnlg,scores_production_distractor2_npnlg,prob_production_target,prob_production_competitor,prob_production_distractor1,prob_production_distractor2,prob_production_target_npnlg,prob_production_competitor_npnlg,prob_production_distractor1_npnlg,prob_production_distractor2_npnlg,alpha_interpretation,scores_interpretation_target,scores_interpretation_competitor,scores_interpretation_distractor,prob_interpretation_target,prob_interpretation_competitor,prob_interpretation_distractor,scores_interpretation_target_npnlg,scores_interpretation_competitor_npnlg,scores_interpretation_distractor_npnlg,prob_interpretation_target_npnlg,prob_interpretation_competitor_npnlg,prob_interpretation_distractor_npnlg
25,"triangle
red
square
orange",shape,texture,triangle,red,square,orange,0,1,2,3,red triangle with stripes,square,red square with stripes,orange square with stripes,red triangle with stripes,1,2,0,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a red triangle with stripes
a red square with stripes
a orange square with stripes

Your task is to make your friend pick out the following target object:

the red triangle with stripes

Which of the following words would you choose:

triangle
red
square
orange

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a red triangle with stripes
a red square with stripes
a orange square with stripes

Your friend can choose from the following list of words:

triangle
red
square
orange

Your friend chose the word:

square

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-2.5548229217529297,-3.24981689453125,-3.910388946533203,-4.922813892364502,0.851607620716095,1.0832723379135132,1.3034629821777344,1.2307034730911255,0.3967861897612635,0.2803112476040239,0.20146477624436876,0.12143778639034368,0.2181027132324254,0.2448873899545605,0.2733884818691656,0.26362141494384844,0.5,-7.708882808685303,-10.242671012878418,-9.162274360656738,0.7615369585054274,0.06043391782884576,0.17802912366572676,1.1012688875198364,1.2803338766098022,1.3088961839675903,0.2918129382952397,0.34903701047828734,0.359150051226473
26,"spades
orange
stripes
red",color,shape,orange,stripes,red,spades,1,2,3,0,orange circle with stripes,red,red circle with stripes,red circle with spades,orange circle with stripes,2,1,0,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a orange circle with stripes
a red circle with spades
a red circle with stripes

Your task is to make your friend pick out the following target object:

the orange circle with stripes

Which of the following words would you choose:

spades
orange
stripes
red

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a orange circle with stripes
a red circle with spades
a red circle with stripes

Your friend can choose from the following list of words:

spades
orange
stripes
red

Your friend chose the word:

red

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-2.8763961791992188,-3.1430985927581787,-3.9800970554351807,-3.5703485012054443,0.7190990447998047,0.6286197304725647,1.3266990184783936,0.8925871849060059,0.3166698449436377,0.2771360458196815,0.18236483973030376,0.2238292695063772,0.22720126568433305,0.21715178964491907,0.307857263223755,0.24778968144699276,0.5,-8.50681209564209,-8.345067024230957,-9.913646697998047,0.4131415642805816,0.4856729117817095,0.10118552393770883,1.2152588367462158,1.1921522617340088,1.2392057180404663,0.3331784888614616,0.32556813828726183,0.34125337285127666
27,"blue
stripes
red
spades",color,shape,blue,spades,red,stripes,0,3,2,1,blue hexagon with spades,red,red hexagon with spades,red hexagon with stripes,blue hexagon with spades,0,1,2,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a red hexagon with spades
a red hexagon with stripes
a blue hexagon with spades

Your task is to make your friend pick out the following target object:

the blue hexagon with spades

Which of the following words would you choose:

blue
stripes
red
spades

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a red hexagon with spades
a red hexagon with stripes
a blue hexagon with spades

Your friend can choose from the following list of words:

blue
stripes
red
spades

Your friend chose the word:

red

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-3.8292908668518066,-3.239205837249756,-3.03971004486084,-4.105653762817383,1.276430368423462,0.809801459312439,1.0132367610931396,0.8211307525634766,0.21284759933025654,0.28589337548516264,0.3158813993148412,0.18537762586973952,0.2886001199176134,0.2285437383920346,0.2530141100673248,0.22984203162302722,0.5,-8.177699089050293,-9.491345405578613,-10.89088249206543,0.7489720385255548,0.20135214383580588,0.04967581763863927,1.0222123861312866,1.1864181756973267,1.3613603115081787,0.27915745265420694,0.3289749995389384,0.3918675478068546
28,"stripes
spades
red
blue",color,shape,red,stripes,blue,spades,2,0,3,1,red circle with stripes,blue,blue circle with stripes,blue circle with spades,red circle with stripes,1,0,2,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a blue circle with spades
a blue circle with stripes
a red circle with stripes

Your task is to make your friend pick out the following target object:

the red circle with stripes

Which of the following words would you choose:

stripes
spades
red
blue

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a blue circle with spades
a blue circle with stripes
a red circle with stripes

Your friend can choose from the following list of words:

stripes
spades
red
blue

Your friend chose the word:

blue

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-3.2255048751831055,-3.0785696506500244,-3.841928005218506,-3.9478418827056885,1.075168251991272,0.615713894367218,1.2806426286697388,0.9869604110717773,0.2850744892750866,0.30680676647789157,0.20946128957238844,0.19865745467463347,0.25908044335017394,0.20590428538274616,0.2871129791580798,0.24790229210900003,0.5,-9.718438148498535,-8.944210052490234,-10.38376235961914,0.27151600725058106,0.5888957612658472,0.1395882314835718,1.3883483409881592,1.277744174003601,1.4833945035934448,0.3338895170563996,0.2989289692146896,0.3671815137289109
29,"hexagon
circle
blue
green",color,texture,blue,circle,green,hexagon,2,1,3,0,blue circle with dots,green,green circle with dots,green hexagon with dots,blue circle with dots,2,1,0,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a blue circle with dots
a green hexagon with dots
a green circle with dots

Your task is to make your friend pick out the following target object:

the blue circle with dots

Which of the following words would you choose:

hexagon
circle
blue
green

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a blue circle with dots
a green hexagon with dots
a green circle with dots

Your friend can choose from the following list of words:

hexagon
circle
blue
green

Your friend chose the word:

green

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-3.3363900184631348,-3.3230767250061035,-3.4735097885131836,-3.617130756378174,1.112130045890808,1.1076922416687012,1.1578365564346313,0.9042826890945435,0.26250489965882345,0.2642581308868763,0.24511067964783761,0.22812628980646252,0.25495933952563904,0.2543942368945016,0.26085307945868413,0.22979334412117527,0.5,-7.658662796020508,-8.795552253723145,-10.587660789489746,0.7276611923184959,0.2334449028103588,0.03889390487114527,1.0940946340560913,1.0994439125061035,1.5125229358673096,0.2836931759648638,0.2852147959134683,0.43109202812166786
30,"circle
hexagon
spades
stars",texture,color,stars,circle,spades,hexagon,3,0,2,1,blue circle with stars,spades,blue circle with spades,blue hexagon with spades,blue circle with stars,2,0,1,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a blue hexagon with spades
a blue circle with stars
a blue circle with spades

Your task is to make your friend pick out the following target object:

the blue circle with stars

Which of the following words would you choose:

circle
hexagon
spades
stars

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a blue hexagon with spades
a blue circle with stars
a blue circle with spades

Your friend can choose from the following list of words:

circle
hexagon
spades
stars

Your friend chose the word:

spades

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-3.6386332511901855,-3.221479654312134,-4.012528419494629,-3.4477274417877197,0.9096583127975464,1.0738266706466675,1.0031321048736572,0.8619319200515747,0.24029405696801365,0.296023904395731,0.1993208477401662,0.26436119089608917,0.2433200883094962,0.26413543720500615,0.254962049457549,0.23758242502794855,0.5,-9.170170783996582,-9.424124717712402,-12.594169616699219,0.5530027043810055,0.4289794253308292,0.018017870288165212,1.310024380683899,1.1780155897140503,2.0990283489227295,0.24524613919548732,0.21491735632164397,0.5398365044828687
31,"circle
hexagon
green
red",shape,texture,hexagon,red,circle,green,1,3,0,2,red hexagon with spades,circle,red circle with spades,green circle with spades,red hexagon with spades,0,1,2,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a red circle with spades
a green circle with spades
a red hexagon with spades

Your task is to make your friend pick out the following target object:

the red hexagon with spades

Which of the following words would you choose:

circle
hexagon
green
red

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a red circle with spades
a green circle with spades
a red hexagon with spades

Your friend can choose from the following list of words:

circle
hexagon
green
red

Your friend chose the word:

circle

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-3.657930374145508,-2.959872245788574,-3.6108381748199463,-3.911393404006958,0.914482593536377,0.9866241812705994,1.2036126852035522,1.3037978410720825,0.23134834588495173,0.32798032757100826,0.23686033536054416,0.20381099118349574,0.2269034389627817,0.2352374293675141,0.26219528633334555,0.2756638453363585,0.5,-8.094945907592773,-9.625652313232422,-9.492826461791992,0.6832921082389614,0.14785263179776645,0.1688552599632723,1.1564208269119263,1.3750932216644287,1.186603307723999,0.3053373469444292,0.37996897919339756,0.3146936738621731
32,"orange
spades
stripes
green",color,shape,orange,spades,green,stripes,0,1,3,2,orange square with spades,green,green square with spades,green square with stripes,orange square with spades,0,1,2,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a green square with spades
a green square with stripes
a orange square with spades

Your task is to make your friend pick out the following target object:

the orange square with spades

Which of the following words would you choose:

orange
spades
stripes
green

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a green square with spades
a green square with stripes
a orange square with spades

Your friend can choose from the following list of words:

orange
spades
stripes
green

Your friend chose the word:

green

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-3.2638373374938965,-3.5130724906921387,-3.255129814147949,-3.9593441486358643,0.8159593343734741,0.8782681226730347,1.0850433111190796,0.7918688058853149,0.2782824952308739,0.2456773748994062,0.2794967121804979,0.19654341768922204,0.24017189846601358,0.24777208331575346,0.27475970040116227,0.23729631781707072,0.5,-7.789450645446777,-9.044281959533691,-10.210363388061523,0.7278208782894802,0.20751915683998845,0.06465996487053127,1.112778663635254,1.292040228843689,1.2762954235076904,0.2963859835991143,0.35457651741746776,0.34903749898341807
33,"hexagon
dots
circle
spades",shape,color,circle,dots,hexagon,spades,2,1,0,3,green circle with dots,hexagon,green hexagon with dots,green hexagon with spades,green circle with dots,1,2,0,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a green circle with dots
a green hexagon with dots
a green hexagon with spades

Your task is to make your friend pick out the following target object:

the green circle with dots

Which of the following words would you choose:

hexagon
dots
circle
spades

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a green circle with dots
a green hexagon with dots
a green hexagon with spades

Your friend can choose from the following list of words:

hexagon
dots
circle
spades

Your friend chose the word:

hexagon

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-2.9697728157043457,-3.53037691116333,-3.6620402336120605,-3.9407293796539307,0.9899242520332336,1.1767922639846802,0.9155100584030151,0.9851822853088379,0.3248465888442225,0.24543962463726388,0.22980228932323568,0.19991149719527795,0.2463632746131334,0.27049163637845,0.23736524569417988,0.24577984331423666,0.5,-8.206350326538086,-8.653231620788574,-9.869982719421387,0.5467261099676833,0.34969686168897807,0.10357702834333857,1.0257937908172607,1.0816538333892822,1.4099973440170288,0.2836160139572971,0.2999096619094765,0.4164743241332263
34,"square
red
triangle
blue",color,texture,blue,triangle,red,square,3,2,1,0,blue triangle with spades,red,red triangle with spades,red square with spades,blue triangle with spades,1,0,2,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a red square with spades
a red triangle with spades
a blue triangle with spades

Your task is to make your friend pick out the following target object:

the blue triangle with spades

Which of the following words would you choose:

square
red
triangle
blue

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a red square with spades
a red triangle with spades
a blue triangle with spades

Your friend can choose from the following list of words:

square
red
triangle
blue

Your friend chose the word:

red

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-3.8260183334350586,-2.9413678646087646,-3.3698456287384033,-3.6892311573028564,1.2753394842147827,0.9804559350013733,1.1232818365097046,1.2297437191009521,0.20477945844393303,0.31870274100963364,0.25724268525230165,0.21927511529413174,0.2654518035984774,0.22906172733067723,0.2460179423483962,0.25946852672244913,0.5,-9.283882141113281,-8.516345977783203,-13.038166046142578,0.31467631059924095,0.6779548470346252,0.007368842366133757,1.3262687921524048,1.216620683670044,1.8625952005386353,0.27732604863428184,0.2485255796315202,0.4741483717341979
35,"orange
dots
stars
blue",texture,shape,stars,orange,dots,blue,2,0,1,3,orange circle with stars,dots,orange circle with dots,blue circle with dots,orange circle with stars,0,2,1,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a orange circle with dots
a orange circle with stars
a blue circle with dots

Your task is to make your friend pick out the following target object:

the orange circle with stars

Which of the following words would you choose:

orange
dots
stars
blue

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a orange circle with dots
a orange circle with stars
a blue circle with dots

Your friend can choose from the following list of words:

orange
dots
stars
blue

Your friend chose the word:

dots

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-3.1184277534484863,-2.894008159637451,-3.9717557430267334,-4.397390365600586,0.779606819152832,0.7235020995140076,1.3239185810089111,1.4657968282699585,0.30312249228194393,0.3391175443169735,0.19784284313375058,0.1599171202673319,0.21301832867564047,0.20712569937149475,0.279648677758681,0.3002072941941839,0.5,-8.587964057922363,-9.62430191040039,-11.010139465332031,0.6927703239879683,0.24576128262555003,0.061468393386481655,1.0734955072402954,1.3749001026153564,1.572877049446106,0.25003387542564603,0.3379848276142877,0.4119812969600663
36,"stripes
stars
red
blue",color,shape,blue,stripes,red,stars,3,0,2,1,blue triangle with stripes,red,red triangle with stripes,red triangle with stars,blue triangle with stripes,1,0,2,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a red triangle with stars
a red triangle with stripes
a blue triangle with stripes

Your task is to make your friend pick out the following target object:

the blue triangle with stripes

Which of the following words would you choose:

stripes
stars
red
blue

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a red triangle with stars
a red triangle with stripes
a blue triangle with stripes

Your friend can choose from the following list of words:

stripes
stars
red
blue

Your friend chose the word:

red

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-3.7371201515197754,-3.222209930419922,-3.3497605323791504,-3.822425365447998,1.2457067966461182,0.6444419622421265,1.1165869235992432,0.9556063413619995,0.22393479782746686,0.289689609843773,0.2717913667386094,0.21458422559015075,0.28226192940459616,0.2089725806546889,0.26461489192611326,0.24415059801460165,0.5,-9.808993339538574,-8.746878623962402,-11.440239906311035,0.2446084153958347,0.7075252677138374,0.04786631689032797,1.4012845754623413,1.4578129053115845,1.6343200206756592,0.301151952841547,0.3186659240304138,0.38018212312803906
37,"stripes
red
stars
blue",color,shape,blue,stars,red,stripes,3,2,1,0,blue triangle with stars,red,red triangle with stars,red triangle with stripes,blue triangle with stars,0,1,2,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a red triangle with stars
a red triangle with stripes
a blue triangle with stars

Your task is to make your friend pick out the following target object:

the blue triangle with stars

Which of the following words would you choose:

stripes
red
stars
blue

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a red triangle with stars
a red triangle with stripes
a blue triangle with stars

Your friend can choose from the following list of words:

stripes
red
stars
blue

Your friend chose the word:

red

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-3.7407422065734863,-3.225253105163574,-3.2571208477020264,-3.4912261962890625,1.246914029121399,0.8063132762908936,1.0857068300247192,0.6982452273368835,0.21274624205952,0.2752953866187501,0.2709436276224937,0.24101474369923626,0.2869510479785164,0.23021444872024316,0.2647293642426066,0.21810513905863385,0.5,-8.304433822631836,-9.577963829040527,-11.098989486694336,0.7457210148343232,0.20868408410413347,0.045594901061543354,1.3840723037719727,1.3682805299758911,1.849831461906433,0.2795204713903786,0.27514101801533786,0.4453385105942836
38,"dots
stripes
square
triangle",texture,color,stripes,triangle,dots,square,1,3,0,2,blue triangle with stripes,dots,blue triangle with dots,blue square with dots,blue triangle with stripes,0,1,2,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a blue triangle with dots
a blue square with dots
a blue triangle with stripes

Your task is to make your friend pick out the following target object:

the blue triangle with stripes

Which of the following words would you choose:

dots
stripes
square
triangle

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a blue triangle with dots
a blue square with dots
a blue triangle with stripes

Your friend can choose from the following list of words:

dots
stripes
square
triangle

Your friend chose the word:

dots

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-3.6247997283935547,-3.1640286445617676,-3.569939136505127,-3.993417739868164,0.7249599695205688,1.0546761751174927,1.1899796724319458,1.3311392068862915,0.24280247940661928,0.3057090439248044,0.24955480909592184,0.2019336675726544,0.20854950965451285,0.24592695777411214,0.2631400291940978,0.2823835033772772,0.5,-8.703168869018555,-10.102703094482422,-12.357917785644531,0.7858053128016982,0.19386748189641984,0.020327205301882,1.243309736251831,1.4432432651519775,1.7654167413711548,0.2559576052481979,0.31260654503072444,0.4314358497210776
39,"circle
square
stripes
stars",texture,color,stripes,square,stars,circle,2,1,3,0,blue square with stripes,stars,blue square with stars,blue circle with stars,blue square with stripes,1,0,2,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a blue circle with stars
a blue square with stars
a blue square with stripes

Your task is to make your friend pick out the following target object:

the blue square with stripes

Which of the following words would you choose:

circle
square
stripes
stars

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a blue circle with stars
a blue square with stars
a blue square with stripes

Your friend can choose from the following list of words:

circle
square
stripes
stars

Your friend chose the word:

stars

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-3.711001396179199,-3.3708415031433105,-3.385143280029297,-3.4098620414733887,0.7422001957893372,1.1236138343811035,0.8462858200073242,1.1366206407546997,0.2210018446606545,0.261975501819002,0.2601088263790084,0.25691382714133515,0.22313830282618627,0.2700206913149923,0.23505853855906506,0.2717824672997563,0.5,-9.609317779541016,-8.9705810546875,-13.129731178283691,0.3420354194418047,0.647844709742031,0.010119870816164354,1.601552963256836,1.4950968027114868,1.8756760358810425,0.31110090740003704,0.27968421414761546,0.4092148784523476
40,"hexagon
square
red
blue",shape,texture,square,red,hexagon,blue,1,2,0,3,red square with stripes,hexagon,red hexagon with stripes,blue hexagon with stripes,red square with stripes,0,1,2,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a red hexagon with stripes
a blue hexagon with stripes
a red square with stripes

Your task is to make your friend pick out the following target object:

the red square with stripes

Which of the following words would you choose:

hexagon
square
red
blue

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a red hexagon with stripes
a blue hexagon with stripes
a red square with stripes

Your friend can choose from the following list of words:

hexagon
square
red
blue

Your friend chose the word:

hexagon

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-3.462010383605957,-3.0502843856811523,-3.085073947906494,-5.21255350112915,1.1540035009384155,1.0167614221572876,0.7712684869766235,1.7375177145004272,0.2595560480111468,0.318886634817438,0.3133876371908565,0.10816967998055851,0.24400436895195213,0.22782210684612522,0.20150589241082317,0.3266676317910994,0.5,-8.052639961242676,-10.025898933410645,-10.866880416870117,0.83406081069946,0.11593704659699092,0.050002142703549045,1.0065799951553345,1.2532373666763306,1.552411675453186,0.24963903045628769,0.31947319315580064,0.4308877763879116
41,"orange
blue
hexagon
triangle",color,texture,blue,hexagon,orange,triangle,1,2,0,3,blue hexagon with spades,orange,orange hexagon with spades,orange triangle with spades,blue hexagon with spades,2,0,1,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a orange triangle with spades
a blue hexagon with spades
a orange hexagon with spades

Your task is to make your friend pick out the following target object:

the blue hexagon with spades

Which of the following words would you choose:

orange
blue
hexagon
triangle

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a orange triangle with spades
a blue hexagon with spades
a orange hexagon with spades

Your friend can choose from the following list of words:

orange
blue
hexagon
triangle

Your friend chose the word:

orange

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-3.5420002937316895,-3.2342677116394043,-3.2734766006469727,-3.395193099975586,1.1806668043136597,0.8085669279098511,0.8183691501617432,1.1317310333251953,0.22798819748906946,0.265910597659118,0.2607483350845517,0.24535286976726084,0.2746971754915388,0.22806242211508193,0.2291829250011456,0.2680574773922336,0.5,-9.475089073181152,-9.375280380249023,-10.639765739440918,0.41373893878647167,0.45716477560325264,0.12909628561027578,1.0527875423431396,1.171910047531128,1.3299707174301147,0.29019860498962086,0.326911024833144,0.38289037017723515
42,"square
spades
stars
circle",texture,color,stars,square,spades,circle,2,0,1,3,red square with stars,spades,red square with spades,red circle with spades,red square with stars,2,1,0,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a red square with stars
a red circle with spades
a red square with spades

Your task is to make your friend pick out the following target object:

the red square with stars

Which of the following words would you choose:

square
spades
stars
circle

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a red square with stars
a red circle with spades
a red square with spades

Your friend can choose from the following list of words:

square
spades
stars
circle

Your friend chose the word:

spades

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-3.2042927742004395,-3.268728733062744,-3.971423864364624,-3.4025232791900635,0.8010732531547546,1.089576244354248,0.9928560256958008,1.1341744661331177,0.281265372463393,0.2723479918106409,0.19166193494681216,0.25472470077915393,0.22537560668332962,0.26034817479527617,0.24805729796834897,0.2662189205530453,0.5,-8.424025535583496,-8.659666061401367,-10.084087371826172,0.5050015725114702,0.398983880903908,0.09601454658462179,1.203432321548462,1.2370951175689697,1.6806811094284058,0.2742829445907461,0.2836732404865177,0.4420438149227362
43,"hexagon
triangle
blue
green",color,texture,blue,hexagon,green,triangle,2,0,3,1,blue hexagon with spades,green,green hexagon with spades,green triangle with spades,blue hexagon with spades,2,1,0,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a blue hexagon with spades
a green triangle with spades
a green hexagon with spades

Your task is to make your friend pick out the following target object:

the blue hexagon with spades

Which of the following words would you choose:

hexagon
triangle
blue
green

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a blue hexagon with spades
a green triangle with spades
a green hexagon with spades

Your friend can choose from the following list of words:

hexagon
triangle
blue
green

Your friend chose the word:

green

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-3.694187879562378,-3.005688428878784,-3.5776259899139404,-3.891279458999634,1.231395959854126,0.7514220476150513,1.1925419569015503,1.2970930337905884,0.2284618768025267,0.322343929843398,0.24217250435097712,0.2070216890030982,0.2631030159582395,0.20696686231679406,0.2580410419685069,0.2718890797564595,0.5,-7.833995819091797,-8.849493026733398,-11.39564037322998,0.7191066156557946,0.26047644174275125,0.02041694260145411,0.9792494177818298,1.2642133235931396,1.424454927444458,0.25703472181163284,0.341782676382825,0.40118260180554216
