trial,context,question,correct,incorrect,scores_target,scores_target_npnlg,generation_correct,generation_score_correct,scores_distractor,scores_distractor_npnlg,generation_distractor,generation_score_distractor,production_decoded
10,"Mariana Trench -- Four descents have been achieved. The first was the manned descent by Swiss-designed, Italian-built, United States Navy-owned bathyscaphe Trieste which reached the bottom at 1:06 pm on 23 January 1960, with Don Walsh and Jacques Piccard on board. Iron shot was used for ballast, with gasoline for buoyancy. The onboard systems indicated a depth of 11,521 m (37,799 ft), but this was later revised to 10,916 m (35,814 ft). The depth was estimated from a conversion of pressure measured and calculations based on the water density from sea surface to seabed.",has the bottom of the marianas trench been explored,Yes,No,-0.9871737957000732,0.9871737957000732,NONE,,-1.0225180387496948,1.0225180387496948,NONE,,"<s> Context: Mariana Trench -- Four descents have been achieved. The first was the manned descent by Swiss-designed, Italian-built, United States Navy-owned bathyscaphe Trieste which reached the bottom at 1:06 pm on 23 January 1960, with Don Walsh and Jacques Piccard on board. Iron shot was used for ballast, with gasoline for buoyancy. The onboard systems indicated a depth of 11,521 m (37,799 ft), but this was later revised to 10,916 m (35,814 ft). The depth was estimated from a conversion of pressure measured and calculations based on the water density from sea surface to seabed.
Question: has the bottom of the marianas trench been explored
Which of the following answers would you choose:

no
yes

Your answer:

I would choose the answer 'yes'

Comment: I would choose the answer 'no'
"
11,"Won't You Be My Neighbor? (film) -- Won't You Be My Neighbor? is a 2018 American documentary film directed by Morgan Neville about the life and guiding philosophy of Fred Rogers, the host and creator of Mister Rogers' Neighborhood. The trailer for the film debuted on what would have been Rogers's 90th birthday, March 20, 2018. The film premiered at the 2018 Sundance Film Festival and was released in the United States on June 8, 2018. It received acclaim from critics and has grossed $18 million.",is wont you be my neighbor a documentary,Yes,No,-0.9903802275657654,0.9903802871704102,NONE,,-1.168969988822937,1.168969988822937,NONE,,"<s> Context: Won't You Be My Neighbor? (film) -- Won't You Be My Neighbor? is a 2018 American documentary film directed by Morgan Neville about the life and guiding philosophy of Fred Rogers, the host and creator of Mister Rogers' Neighborhood. The trailer for the film debuted on what would have been Rogers's 90th birthday, March 20, 2018. The film premiered at the 2018 Sundance Film Festival and was released in the United States on June 8, 2018. It received acclaim from critics and has grossed $18 million.
Question: is wont you be my neighbor a documentary
Which of the following answers would you choose:

yes
no

Your answer:

I would choose the answer that is true.

My answer:

I would choose the answer"
12,"List of association footballers who died while playing -- The following is a list of association footballers who died while playing a game, died directly from injuries sustained while playing, or died after being taken ill on the pitch. Following an increase in deaths, both during matches and training, FIFA (Federation of International Football Associations) considered mandatory cardiac testing, already in place for years in some countries, such as Italy.",has anyone ever died during a football game,Yes,No,-1.0286452770233154,1.0286451578140259,NONE,,-1.194595217704773,1.1945950984954834,NONE,,"<s> Context: List of association footballers who died while playing -- The following is a list of association footballers who died while playing a game, died directly from injuries sustained while playing, or died after being taken ill on the pitch. Following an increase in deaths, both during matches and training, FIFA (Federation of International Football Associations) considered mandatory cardiac testing, already in place for years in some countries, such as Italy.
Question: has anyone ever died during a football game
Which of the following answers would you choose:

yes
no

Your answer:

I would choose the answer ""no"".

Comment: What's the question?

Comment"
13,"Dot product -- In mathematics, the dot product or scalar product is an algebraic operation that takes two equal-length sequences of numbers (usually coordinate vectors) and returns a single number. In Euclidean geometry, the dot product of the Cartesian coordinates of two vectors is widely used and often called inner product (or rarely projection product); see also inner product space.",is the dot product of two vectors a scalar,Yes,No,-1.0654499530792236,1.0654500722885132,NONE,,-1.0006537437438965,1.000653862953186,NONE,,"<s> Context: Dot product -- In mathematics, the dot product or scalar product is an algebraic operation that takes two equal-length sequences of numbers (usually coordinate vectors) and returns a single number. In Euclidean geometry, the dot product of the Cartesian coordinates of two vectors is widely used and often called inner product (or rarely projection product); see also inner product space.
Question: is the dot product of two vectors a scalar
Which of the following answers would you choose:

no
yes

Your answer:

I would choose the answer ""no"".

Comment: The dot product is a scalar product, not"
14,"Nuclear power in the United States -- Nuclear power in the United States is provided by 99 commercial reactors with a net capacity of 100,350 megawatts (MW), 65 pressurized water reactors and 34 boiling water reactors. In 2016 they produced a total of 805.3 terawatt-hours of electricity, which accounted for 19.7% of the nation's total electric energy generation. In 2016, nuclear energy comprised nearly 60 percent of U.S. emission-free generation.",are there nuclear power plants in the us,Yes,No,-0.9535640478134155,0.953563928604126,NONE,,-1.0592615604400635,1.059261441230774,NONE,,"<s> Context: Nuclear power in the United States -- Nuclear power in the United States is provided by 99 commercial reactors with a net capacity of 100,350 megawatts (MW), 65 pressurized water reactors and 34 boiling water reactors. In 2016 they produced a total of 805.3 terawatt-hours of electricity, which accounted for 19.7% of the nation's total electric energy generation. In 2016, nuclear energy comprised nearly 60 percent of U.S. emission-free generation.
Question: are there nuclear power plants in the us
Which of the following answers would you choose:

yes
no

Your answer:

I would choose the answer no

Answer:

yes

Correct answer:

"
15,"Common cold -- Well over 200 virus strains are implicated in causing the common cold, with rhinoviruses being the most common. They spread through the air during close contact with infected people or indirectly through contact with objects in the environment, followed by transfer to the mouth or nose. Risk factors include going to daycare, not sleeping well, and psychological stress. The symptoms are mostly due to the body's immune response to the infection rather than to tissue destruction by the viruses themselves. In contrast, those affected by influenza can show similar symptoms as people with a cold, but symptoms are usually more severe. Additionally, influenza is less likely to result in a runny nose.",are there different strains of the common cold,Yes,No,-0.9202626943588257,0.9202627539634705,NONE,,-1.0550384521484375,1.055038571357727,NONE,,"<s> Context: Common cold -- Well over 200 virus strains are implicated in causing the common cold, with rhinoviruses being the most common. They spread through the air during close contact with infected people or indirectly through contact with objects in the environment, followed by transfer to the mouth or nose. Risk factors include going to daycare, not sleeping well, and psychological stress. The symptoms are mostly due to the body's immune response to the infection rather than to tissue destruction by the viruses themselves. In contrast, those affected by influenza can show similar symptoms as people with a cold, but symptoms are usually more severe. Additionally, influenza is less likely to result in a runny nose.
Question: are there different strains of the common cold
Which of the following answers would you choose:

no
yes

Your answer:

I would choose the answer ""yes""
\end{code}

Comment: @Vik"
16,"Cheaper by the Dozen -- Cheaper by the Dozen is a semi-autobiographical novel written by Frank Bunker Gilbreth, Jr. and Ernestine Gilbreth Carey, published in 1948. The novel recounts the authors' childhood lives growing up in a household of 12 kids. The bestselling book was later adapted into a feature film by Twentieth Century Fox in 1950 and followed up by the sequel, Belles on Their Toes (1950), which was adapted as a 1952 film.",is cheaper by the dozen based on a true story,Yes,No,-1.0374813079833984,1.0374813079833984,NONE,,-1.0625618696212769,1.0625618696212769,NONE,,"<s> Context: Cheaper by the Dozen -- Cheaper by the Dozen is a semi-autobiographical novel written by Frank Bunker Gilbreth, Jr. and Ernestine Gilbreth Carey, published in 1948. The novel recounts the authors' childhood lives growing up in a household of 12 kids. The bestselling book was later adapted into a feature film by Twentieth Century Fox in 1950 and followed up by the sequel, Belles on Their Toes (1950), which was adapted as a 1952 film.
Question: is cheaper by the dozen based on a true story
Which of the following answers would you choose:

yes
no

Your answer:

I would choose the answer as:

no

Reason:

The book is semi"
17,"Myofibril -- A myofibril (also known as a muscle fibril) is a basic rod-like unit of a muscle cell. Muscles are composed of tubular cells called myocytes, known as muscle fibers in striated muscle, and these cells in turn contain many chains of myofibrils. They are created during embryonic development in a process known as myogenesis.",is myofibril another name for a muscle fiber,Yes,No,-0.9302818179130554,0.9302816987037659,NONE,,-0.9196658134460449,0.9196658134460449,NONE,,"<s> Context: Myofibril -- A myofibril (also known as a muscle fibril) is a basic rod-like unit of a muscle cell. Muscles are composed of tubular cells called myocytes, known as muscle fibers in striated muscle, and these cells in turn contain many chains of myofibrils. They are created during embryonic development in a process known as myogenesis.
Question: is myofibril another name for a muscle fiber
Which of the following answers would you choose:

yes
no

Your answer:

I would choose the answer no because myofibril is not another name for a muscle fiber"
18,"Kuroshio Current -- It begins off the east coast of Luzon, Philippines, Taiwan and flows northeastward past Japan, where it merges with the easterly drift of the North Pacific Current. It is analogous to the Gulf Stream in the Atlantic Ocean, transporting warm, tropical water northward toward the polar region. It is sometimes known as the Black Stream -- the English translation of kuroshio and an allusion to the deep blue of its water -- and also as the ``Japan Current'' (日本海流, Nihon Kairyū).",is there a gulf stream in the pacific,No,Yes,-1.0526982545852661,1.0526982545852661,NONE,,-0.9967480897903442,0.9967480301856995,NONE,,"<s> Context: Kuroshio Current -- It begins off the east coast of Luzon, Philippines, Taiwan and flows northeastward past Japan, where it merges with the easterly drift of the North Pacific Current. It is analogous to the Gulf Stream in the Atlantic Ocean, transporting warm, tropical water northward toward the polar region. It is sometimes known as the Black Stream -- the English translation of kuroshio and an allusion to the deep blue of its water -- and also as the ``Japan Current'' (日本海流, Nihon Kairyū).
Question: is there a gulf stream in the pacific
Which of the following answers would you choose:

yes
no

Your answer:

I would choose the answer:

yes

My answer:

yes

My answer"
19,"The Walking Dead (video game) -- The game takes place in the same fictional world as the comic, with events occurring shortly after the onset of the zombie apocalypse in Georgia. However, most of the characters are original to the game, which centers on university professor and convicted criminal Lee Everett, who helps to rescue and subsequently care for a young girl named Clementine. Kirkman provided oversight for the game's story to ensure it corresponded to the tone of the comic, but allowed Telltale to handle the bulk of the developmental work and story specifics. Some characters from the original comic book series also make in-game appearances.",is the walking dead game the same as the show,Yes,No,-1.0438728332519531,1.0438727140426636,NONE,,-1.0777654647827148,1.0777653455734253,NONE,,"<s> Context: The Walking Dead (video game) -- The game takes place in the same fictional world as the comic, with events occurring shortly after the onset of the zombie apocalypse in Georgia. However, most of the characters are original to the game, which centers on university professor and convicted criminal Lee Everett, who helps to rescue and subsequently care for a young girl named Clementine. Kirkman provided oversight for the game's story to ensure it corresponded to the tone of the comic, but allowed Telltale to handle the bulk of the developmental work and story specifics. Some characters from the original comic book series also make in-game appearances.
Question: is the walking dead game the same as the show
Which of the following answers would you choose:

no
yes

Your answer:

I would choose the answer:

no

The game is not the same as the show."
20,"University of St. Thomas (Minnesota) -- The University of St. Thomas (also known as St. Thomas) is a private, Catholic, liberal arts, and archdiocesan university located in St. Paul and Minneapolis, Minnesota. Founded in 1885 as a Catholic seminary, it is named after Thomas Aquinas, the medieval Catholic theologian and philosopher who is the patron saint of students. St. Thomas currently enrolls nearly 10,000 students, making it Minnesota's largest private, non-profit university. Julie Sullivan became the 15th president in the history of the University in 2013.",is the university of st thomas a non profit,Yes,No,-0.9962605237960815,0.9962604641914368,NONE,,-1.0492807626724243,1.0492806434631348,NONE,,"<s> Context: University of St. Thomas (Minnesota) -- The University of St. Thomas (also known as St. Thomas) is a private, Catholic, liberal arts, and archdiocesan university located in St. Paul and Minneapolis, Minnesota. Founded in 1885 as a Catholic seminary, it is named after Thomas Aquinas, the medieval Catholic theologian and philosopher who is the patron saint of students. St. Thomas currently enrolls nearly 10,000 students, making it Minnesota's largest private, non-profit university. Julie Sullivan became the 15th president in the history of the University in 2013.
Question: is the university of st thomas a non profit
Which of the following answers would you choose:

no
yes

Your answer:

I would choose the answer no

Comment: What do you mean by ""non-profit""?"
21,"East Timor -- East Timor (/-ˈtiːmɔːr/ ( listen)) or Timor-Leste (/tiˈmɔːr ˈlɛʃteɪ/; Tetum: Timór Lorosa'e), officially the Democratic Republic of Timor-Leste (Portuguese: República Democrática de Timor-Leste, Tetum: Repúblika Demokrátika Timór-Leste), is a sovereign state in Maritime Southeast Asia. It comprises the eastern half of the island of Timor, the nearby islands of Atauro and Jaco, and Oecusse, an exclave on the northwestern side of the island surrounded by Indonesian West Timor. Australia is the country's southern neighbor, separated by the Timor Sea. The country's size is about 15,410 km (5,400 sq mi).",is timor leste and east timor the same,Yes,No,-0.9127671718597412,0.912767231464386,NONE,,-1.0543144941329956,1.0543144941329956,NONE,,"<s> Context: East Timor -- East Timor (/-ˈtiːmɔːr/ ( listen)) or Timor-Leste (/tiˈmɔːr ˈlɛʃteɪ/; Tetum: Timór Lorosa'e), officially the Democratic Republic of Timor-Leste (Portuguese: República Democrática de Timor-Leste, Tetum: Repúblika Demokrátika Timór-Leste), is a sovereign state in Maritime Southeast Asia. It comprises the eastern half of the island of Timor, the nearby islands of Atauro and Jaco, and Oecusse, an exclave on the northwestern side of the island surrounded by Indonesian West Timor. Australia is the country's southern neighbor, separated by the Timor Sea. The country's size is about 15,410 km (5,400 sq mi).
Question: is timor leste and east timor the same
Which of the following answers would you choose:

no
yes

Your answer:

I would choose the answer ""yes""

\section{Context:}

East Timor"
22,"Vice President of the United States -- As the Senate president, the vice president presides over its deliberations (or delegates this task to a member of the Senate), but is allowed to vote only when it is necessary to break a tie. While this vote-casting prerogative has been exercised chiefly on legislative issues, it has also been used to break ties on the election of Senate officers, as well as on the appointment of Senate committees. In this capacity, the vice president also presides over joint sessions of Congress.",is the vice president the head of the senate,Yes,No,-0.9954049587249756,0.9954049587249756,NONE,,-0.9060956239700317,0.906095564365387,NONE,,"<s> Context: Vice President of the United States -- As the Senate president, the vice president presides over its deliberations (or delegates this task to a member of the Senate), but is allowed to vote only when it is necessary to break a tie. While this vote-casting prerogative has been exercised chiefly on legislative issues, it has also been used to break ties on the election of Senate officers, as well as on the appointment of Senate committees. In this capacity, the vice president also presides over joint sessions of Congress.
Question: is the vice president the head of the senate
Which of the following answers would you choose:

yes
no

Your answer:

I would choose the answer:

no

Reason:

The Vice President of the"
23,"Footloose (song) -- ``Footloose'' is a song co-written and recorded by American singer-songwriter Kenny Loggins. It was released in January 1984 as the first of two singles by Loggins from the 1984 film of the same name (the other one being ``I'm Free (Heaven Helps the Man)''). The song spent three weeks at number one, March 31--April 14, 1984 on the US Billboard Hot 100, and was the first of two number-one hits from the film. Billboard ranked it at the No. 4 song for 1984.",was the song footloose written for the movie,Yes,No,-1.0630522966384888,1.0630521774291992,NONE,,-1.2254915237426758,1.2254915237426758,NONE,,"<s> Context: Footloose (song) -- ``Footloose'' is a song co-written and recorded by American singer-songwriter Kenny Loggins. It was released in January 1984 as the first of two singles by Loggins from the 1984 film of the same name (the other one being ``I'm Free (Heaven Helps the Man)''). The song spent three weeks at number one, March 31--April 14, 1984 on the US Billboard Hot 100, and was the first of two number-one hits from the film. Billboard ranked it at the No. 4 song for 1984.
Question: was the song footloose written for the movie
Which of the following answers would you choose:

yes
no

Your answer:

I would choose the answer no.

Comment: Please include the code in the body of the question"
24,"Boom Gaspar -- Kenneth E. Gaspar (born February 3, 1953), more commonly known as Boom Gaspar, is an American musician who has performed with the American rock band Pearl Jam as a piano/keyboard/organ player since 2002.",is boom gaspar a member of pearl jam,Yes,No,-0.9193827509880066,0.9193827509880066,NONE,,-1.0791151523590088,1.0791150331497192,NONE,,"<s> Context: Boom Gaspar -- Kenneth E. Gaspar (born February 3, 1953), more commonly known as Boom Gaspar, is an American musician who has performed with the American rock band Pearl Jam as a piano/keyboard/organ player since 2002.
Question: is boom gaspar a member of pearl jam
Which of the following answers would you choose:

no
yes

Your answer:

I would choose the answer ""no""

Comment: I'm voting to close this question as"
