trial,utterances,trigger_feature,nuisance_feature,production_target,production_competitor,production_distractor1,production_distractor2,production_index_target,production_index_competitor,production_index_distractor1,production_index_distractor2,trigger_object,trigger_word,interpretation_target,interpretation_competitor,interpretation_distractor,interpretation_index_target,interpretation_index_competitor,interpretation_index_distractor,context_production,context_interpretation,alpha_production,scores_production_target,scores_production_competitor,scores_production_distractor1,scores_production_distractor2,scores_production_target_npnlg,scores_production_competitor_npnlg,scores_production_distractor1_npnlg,scores_production_distractor2_npnlg,prob_production_target,prob_production_competitor,prob_production_distractor1,prob_production_distractor2,prob_production_target_npnlg,prob_production_competitor_npnlg,prob_production_distractor1_npnlg,prob_production_distractor2_npnlg,alpha_interpretation,scores_interpretation_target,scores_interpretation_competitor,scores_interpretation_distractor,prob_interpretation_target,prob_interpretation_competitor,prob_interpretation_distractor,scores_interpretation_target_npnlg,scores_interpretation_competitor_npnlg,scores_interpretation_distractor_npnlg,prob_interpretation_target_npnlg,prob_interpretation_competitor_npnlg,prob_interpretation_distractor_npnlg
26,"spades
orange
stripes
red",color,shape,orange,stripes,red,spades,1,2,3,0,orange circle with stripes,red,red circle with stripes,red circle with spades,orange circle with stripes,2,1,0,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a orange circle with stripes
a red circle with spades
a red circle with stripes

Your task is to make your friend pick out the following target object:

the orange circle with stripes

Which of the following words would you choose:

spades
orange
stripes
red

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a orange circle with stripes
a red circle with spades
a red circle with stripes

Your friend can choose from the following list of words:

spades
orange
stripes
red

Your friend chose the word:

red

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-2.6477270126342773,-3.529111623764038,-4.550292015075684,-3.7633278369903564,0.6619317531585693,0.7058223485946655,1.5167640447616577,0.9408319592475891,0.3842750171423608,0.2473158293457799,0.14842443677912864,0.21998471673273073,0.2125344346867491,0.21725012044207606,0.3258770511839807,0.2443383936871942,0.5,-8.14741039276123,-8.823368072509766,-10.722854614257812,0.6309988085093706,0.32096956146365474,0.048031630026974664,1.1639158725738525,1.2604811191558838,1.340356707572937,0.3035504520786753,0.33432483407587255,0.36212471384545214
27,"blue
stripes
red
spades",color,shape,blue,spades,red,stripes,0,3,2,1,blue hexagon with spades,red,red hexagon with spades,red hexagon with stripes,blue hexagon with spades,0,1,2,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a red hexagon with spades
a red hexagon with stripes
a blue hexagon with spades

Your task is to make your friend pick out the following target object:

the blue hexagon with spades

Which of the following words would you choose:

blue
stripes
red
spades

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a red hexagon with spades
a red hexagon with stripes
a blue hexagon with spades

Your friend can choose from the following list of words:

blue
stripes
red
spades

Your friend chose the word:

red

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-2.9872238636016846,-2.7033138275146484,-4.062873363494873,-4.72987174987793,0.9957413673400879,0.6758284568786621,1.3542910814285278,0.9459743499755859,0.3169633081236866,0.3653080747448967,0.18511204122218097,0.1326165759092358,0.24851179000110493,0.2117769999141413,0.29730696169512616,0.2424042483896275,0.5,-8.3724946975708,-9.011114120483398,-10.08670425415039,0.5854365894626496,0.30912275171207165,0.10544065882527859,1.04656183719635,1.1263891458511353,1.2608379125595093,0.3010176203426209,0.32603218746062107,0.37295019219675807
28,"stripes
spades
red
blue",color,shape,red,stripes,blue,spades,2,0,3,1,red circle with stripes,blue,blue circle with stripes,blue circle with spades,red circle with stripes,1,0,2,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a blue circle with spades
a blue circle with stripes
a red circle with stripes

Your task is to make your friend pick out the following target object:

the red circle with stripes

Which of the following words would you choose:

stripes
spades
red
blue

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a blue circle with spades
a blue circle with stripes
a red circle with stripes

Your friend can choose from the following list of words:

stripes
spades
red
blue

Your friend chose the word:

blue

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-2.410463333129883,-3.4421603679656982,-4.80983304977417,-3.823779821395874,0.8034878373146057,0.6884320974349976,1.6032776832580566,0.9559449553489685,0.41813486601032007,0.2496239309306954,0.12597949657579474,0.20626170648318973,0.22148527983841027,0.2091032733169559,0.3303824931923795,0.2390289536522542,0.5,-8.460949897766113,-8.56915283203125,-9.896932601928711,0.46831236118198966,0.4202848003046169,0.11140283851339339,1.2087070941925049,1.2241647243499756,1.41384756565094,0.30833029272435397,0.31313337485289006,0.37853633242275603
29,"hexagon
circle
blue
green",color,texture,blue,circle,green,hexagon,2,1,3,0,blue circle with dots,green,green circle with dots,green hexagon with dots,blue circle with dots,2,1,0,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a blue circle with dots
a green hexagon with dots
a green circle with dots

Your task is to make your friend pick out the following target object:

the blue circle with dots

Which of the following words would you choose:

hexagon
circle
blue
green

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a blue circle with dots
a green hexagon with dots
a green circle with dots

Your friend can choose from the following list of words:

hexagon
circle
blue
green

Your friend chose the word:

green

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-2.847963571548462,-2.864236831665039,-5.074362754821777,-4.154543399810791,0.9493212103843689,0.9547455906867981,1.691454291343689,1.0386358499526978,0.352021734477786,0.3491690850665632,0.11564131952730441,0.1831678609283465,0.2223375983570622,0.22294143869632863,0.32222932469697746,0.23249163824963168,0.5,-6.990302085876465,-8.627189636230469,-9.104430198669434,0.7602693862537552,0.14793681777960668,0.0917937959666382,0.9986144304275513,1.0783987045288086,1.3006328344345093,0.2910666251176147,0.31524069790302167,0.3936926769793635
30,"circle
hexagon
spades
stars",texture,color,stars,circle,spades,hexagon,3,0,2,1,blue circle with stars,spades,blue circle with spades,blue hexagon with spades,blue circle with stars,2,0,1,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a blue hexagon with spades
a blue circle with stars
a blue circle with spades

Your task is to make your friend pick out the following target object:

the blue circle with stars

Which of the following words would you choose:

circle
hexagon
spades
stars

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a blue hexagon with spades
a blue circle with stars
a blue circle with spades

Your friend can choose from the following list of words:

circle
hexagon
spades
stars

Your friend chose the word:

spades

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-3.2917516231536865,-2.960336923599243,-4.194536209106445,-3.8973631858825684,0.8229379653930664,0.986778974533081,1.0486340522766113,0.9743407964706421,0.28123768712321595,0.3319244966155723,0.17907556730440066,0.20776224895681128,0.23345548837191635,0.25338547240214987,0.26134450367453566,0.25181453555139804,0.5,-7.364925384521484,-8.892980575561523,-10.741240501403809,0.7992772330038056,0.17340894856761022,0.027313818428584158,1.052132248878479,1.1116224527359009,1.790206789970398,0.2407782459207024,0.25553683622664614,0.5036849178526515
31,"circle
hexagon
green
red",shape,texture,hexagon,red,circle,green,1,3,0,2,red hexagon with spades,circle,red circle with spades,green circle with spades,red hexagon with spades,0,1,2,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a red circle with spades
a green circle with spades
a red hexagon with spades

Your task is to make your friend pick out the following target object:

the red hexagon with spades

Which of the following words would you choose:

circle
hexagon
green
red

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a red circle with spades
a green circle with spades
a red hexagon with spades

Your friend can choose from the following list of words:

circle
hexagon
green
red

Your friend chose the word:

circle

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-2.521610736846924,-3.2264795303344727,-3.77779483795166,-4.718286514282227,0.630402684211731,1.0754932165145874,1.2592649459838867,1.572762131690979,0.3891037824224147,0.27353010916337084,0.20762925270380658,0.12973685571040797,0.191548304218893,0.23929217248197376,0.26232157825691177,0.3068379450422215,0.5,-8.130167007446289,-8.87325382232666,-9.345834732055664,0.5642846045890545,0.26839826139336137,0.16731713401758413,1.161452293395996,1.2676078081130981,1.1682294607162476,0.32063665831344423,0.35654629500775703,0.3228170466787988
32,"orange
spades
stripes
green",color,shape,orange,spades,green,stripes,0,1,3,2,orange square with spades,green,green square with spades,green square with stripes,orange square with spades,0,1,2,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a green square with spades
a green square with stripes
a orange square with spades

Your task is to make your friend pick out the following target object:

the orange square with spades

Which of the following words would you choose:

orange
spades
stripes
green

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a green square with spades
a green square with stripes
a orange square with spades

Your friend can choose from the following list of words:

orange
spades
stripes
green

Your friend chose the word:

green

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-2.7728047370910645,-2.878244400024414,-4.93965482711792,-4.603282451629639,0.6932011842727661,0.7195611000061035,1.6465516090393066,0.9206565022468567,0.37209286923372087,0.3529843212156583,0.12592902147263416,0.14899378807798663,0.2107737261431175,0.2135701025546642,0.3394953948814129,0.23616077642080538,0.5,-8.137368202209473,-8.394392967224121,-8.994709968566895,0.45503409830416214,0.3519001928865179,0.19306570880932,1.1624810695648193,1.1991989612579346,1.1243387460708618,0.33333597176786095,0.3458028438813405,0.3208611843507986
33,"hexagon
dots
circle
spades",shape,color,circle,dots,hexagon,spades,2,1,0,3,green circle with dots,hexagon,green hexagon with dots,green hexagon with spades,green circle with dots,1,2,0,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a green circle with dots
a green hexagon with dots
a green hexagon with spades

Your task is to make your friend pick out the following target object:

the green circle with dots

Which of the following words would you choose:

hexagon
dots
circle
spades

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a green circle with dots
a green hexagon with dots
a green hexagon with spades

Your friend can choose from the following list of words:

hexagon
dots
circle
spades

Your friend chose the word:

hexagon

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-2.410369396209717,-4.104903221130371,-3.8144848346710205,-5.080768585205078,0.8034564852714539,1.3683010339736938,0.9536212086677551,1.2701921463012695,0.4571940902160842,0.19594638841898707,0.22656917044277392,0.12029035092215483,0.214263177535316,0.28418554018385744,0.23096990547376886,0.2705813768070576,0.5,-8.642845153808594,-7.460793972015381,-10.63227653503418,0.22738489303845627,0.741514953163242,0.03110015379830187,1.0803557634353638,0.9325992465019226,1.518896460533142,0.29299014096411624,0.25274534565925943,0.45426451337662443
34,"square
red
triangle
blue",color,texture,blue,triangle,red,square,3,2,1,0,blue triangle with spades,red,red triangle with spades,red square with spades,blue triangle with spades,1,0,2,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a red square with spades
a red triangle with spades
a blue triangle with spades

Your task is to make your friend pick out the following target object:

the blue triangle with spades

Which of the following words would you choose:

square
red
triangle
blue

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a red square with spades
a red triangle with spades
a blue triangle with spades

Your friend can choose from the following list of words:

square
red
triangle
blue

Your friend chose the word:

red

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-2.9085307121276855,-2.585580587387085,-4.640013694763184,-3.910273790359497,0.9695102572441101,0.8618602156639099,1.5466712713241577,1.303424596786499,0.3123062835273656,0.3670358204220092,0.1313995777970836,0.18925831825354167,0.2240227007370015,0.21228344120266743,0.2989654145611034,0.2647284434992276,0.5,-9.092203140258789,-7.5662617683410645,-10.190828323364258,0.1685544660012207,0.7752614364653694,0.0561840975334099,1.2988861799240112,1.0808945894241333,1.455832600593567,0.3362401143286367,0.2703815042042615,0.3933783814671018
35,"orange
dots
stars
blue",texture,shape,stars,orange,dots,blue,2,0,1,3,orange circle with stars,dots,orange circle with dots,blue circle with dots,orange circle with stars,0,2,1,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a orange circle with dots
a orange circle with stars
a blue circle with dots

Your task is to make your friend pick out the following target object:

the orange circle with stars

Which of the following words would you choose:

orange
dots
stars
blue

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a orange circle with dots
a orange circle with stars
a blue circle with dots

Your friend can choose from the following list of words:

orange
dots
stars
blue

Your friend chose the word:

dots

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-2.177891969680786,-4.341309547424316,-4.14036750793457,-5.233855247497559,0.5444729924201965,1.085327386856079,1.3801225423812866,1.744618535041809,0.5179104523689759,0.17557978703406002,0.19413709530485135,0.11237266529211268,0.1769463616712038,0.23189248614392485,0.2687203963403603,0.3224407558445111,0.5,-7.815932273864746,-9.103496551513672,-9.741466522216797,0.7033635201497954,0.19408759521333915,0.10254888463686523,0.9769915342330933,1.3004995584487915,1.391637921333313,0.2566865182531708,0.35473236056853197,0.3885811211782973
36,"stripes
stars
red
blue",color,shape,blue,stripes,red,stars,3,0,2,1,blue triangle with stripes,red,red triangle with stripes,red triangle with stars,blue triangle with stripes,1,0,2,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a red triangle with stars
a red triangle with stripes
a blue triangle with stripes

Your task is to make your friend pick out the following target object:

the blue triangle with stripes

Which of the following words would you choose:

stripes
stars
red
blue

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a red triangle with stars
a red triangle with stripes
a blue triangle with stripes

Your friend can choose from the following list of words:

stripes
stars
red
blue

Your friend chose the word:

red

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-2.8874969482421875,-2.5591812133789062,-4.190024375915527,-4.895203590393066,0.9624989628791809,0.5118362307548523,1.3966747522354126,1.2238008975982666,0.32613111684244145,0.38431301618105557,0.17004035403765044,0.11951551293885256,0.2392187157753694,0.19095673731032184,0.29721808340422956,0.27260646351007933,0.5,-8.822036743164062,-7.8822455406188965,-9.595854759216309,0.2487131826191658,0.6365681983019661,0.11471861907886811,1.2602912187576294,1.3137075901031494,1.3708363771438599,0.3152828086808423,0.3325819888547158,0.3521352024644419
37,"stripes
red
stars
blue",color,shape,blue,stars,red,stripes,3,2,1,0,blue triangle with stars,red,red triangle with stars,red triangle with stripes,blue triangle with stars,0,1,2,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a red triangle with stars
a red triangle with stripes
a blue triangle with stars

Your task is to make your friend pick out the following target object:

the blue triangle with stars

Which of the following words would you choose:

stripes
red
stars
blue

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a red triangle with stars
a red triangle with stripes
a blue triangle with stars

Your friend can choose from the following list of words:

stripes
red
stars
blue

Your friend chose the word:

red

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-3.022136688232422,-2.530198574066162,-4.9370951652526855,-4.034178256988525,1.0073789358139038,0.6325496435165405,1.6456984281539917,0.8068356513977051,0.3062215841156396,0.391614535451271,0.11754599837183963,0.18461788206124963,0.2433289746576507,0.20174402418275766,0.33481364019819093,0.22011336096140072,0.5,-8.002649307250977,-8.53843879699707,-9.759795188903809,0.5689111576472728,0.3329308445825558,0.09815799777017137,1.3337749242782593,1.21977698802948,1.626632571220398,0.309356954115129,0.27602677316677526,0.41461627271809576
38,"dots
stripes
square
triangle",texture,color,stripes,triangle,dots,square,1,3,0,2,blue triangle with stripes,dots,blue triangle with dots,blue square with dots,blue triangle with stripes,0,1,2,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a blue triangle with dots
a blue square with dots
a blue triangle with stripes

Your task is to make your friend pick out the following target object:

the blue triangle with stripes

Which of the following words would you choose:

dots
stripes
square
triangle

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a blue triangle with dots
a blue square with dots
a blue triangle with stripes

Your friend can choose from the following list of words:

dots
stripes
square
triangle

Your friend chose the word:

dots

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-3.0367729663848877,-2.630511522293091,-3.711792469024658,-4.703883647918701,0.6073545813560486,0.8768371939659119,1.2372641563415527,1.5679612159729004,0.2964474296277098,0.3632170616938178,0.2115285861145542,0.12880692256391824,0.1948936781458681,0.22300528615130658,0.26704280317841306,0.3150582325244123,0.5,-8.031776428222656,-8.607635498046875,-10.618156433105469,0.6106818845894794,0.34333859119912613,0.04597952421139446,1.1473968029022217,1.229662299156189,1.5168794393539429,0.28306721614096714,0.30733854073283273,0.4095942431262001
39,"circle
square
stripes
stars",texture,color,stripes,square,stars,circle,2,1,3,0,blue square with stripes,stars,blue square with stars,blue circle with stars,blue square with stripes,1,0,2,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a blue circle with stars
a blue square with stars
a blue square with stripes

Your task is to make your friend pick out the following target object:

the blue square with stripes

Which of the following words would you choose:

circle
square
stripes
stars

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a blue circle with stars
a blue square with stars
a blue square with stripes

Your friend can choose from the following list of words:

circle
square
stripes
stars

Your friend chose the word:

stars

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-2.591186285018921,-2.798797369003296,-4.564087867736816,-4.369611740112305,0.5182372331619263,0.932932436466217,1.141021966934204,1.4565372467041016,0.3724009790784595,0.3356824529246631,0.1388675197252892,0.1530490482715882,0.1925161354053306,0.23687381475579183,0.2628470587573467,0.30776299108153093,0.5,-7.877964019775391,-8.074743270874023,-9.319693565368652,0.4859345596075254,0.39913300720127476,0.11493243319119979,1.3129940032958984,1.3457905054092407,1.3313847780227661,0.327664608710384,0.33858902386091094,0.333746367428705
40,"hexagon
square
red
blue",shape,texture,square,red,hexagon,blue,1,2,0,3,red square with stripes,hexagon,red hexagon with stripes,blue hexagon with stripes,red square with stripes,0,1,2,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a red hexagon with stripes
a blue hexagon with stripes
a red square with stripes

Your task is to make your friend pick out the following target object:

the red square with stripes

Which of the following words would you choose:

hexagon
square
red
blue

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a red hexagon with stripes
a blue hexagon with stripes
a red square with stripes

Your friend can choose from the following list of words:

hexagon
square
red
blue

Your friend chose the word:

hexagon

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-2.8998613357543945,-2.487889528274536,-4.134624481201172,-4.369525909423828,0.9666204452514648,0.8292965888977051,1.033656120300293,1.4565086364746094,0.30791243001556723,0.37834305167196874,0.1660740630309999,0.1476704552814641,0.2355558315640872,0.21992488008545724,0.24358496151424,0.30093432683621557,0.5,-7.980740070343018,-10.000073432922363,-8.603428840637207,0.5990736288369386,0.07952338644943736,0.32140298471362405,0.9975925087928772,1.2500094175338745,1.2290613651275635,0.28188208959110345,0.3628196105895616,0.35529829981933514
41,"orange
blue
hexagon
triangle",color,texture,blue,hexagon,orange,triangle,1,2,0,3,blue hexagon with spades,orange,orange hexagon with spades,orange triangle with spades,blue hexagon with spades,2,0,1,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a orange triangle with spades
a blue hexagon with spades
a orange hexagon with spades

Your task is to make your friend pick out the following target object:

the blue hexagon with spades

Which of the following words would you choose:

orange
blue
hexagon
triangle

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a orange triangle with spades
a blue hexagon with spades
a orange hexagon with spades

Your friend can choose from the following list of words:

orange
blue
hexagon
triangle

Your friend chose the word:

orange

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-2.5162525177001953,-3.5063323974609375,-4.703889846801758,-3.8646857738494873,0.8387508392333984,0.8765830993652344,1.1759724617004395,1.2882285118103027,0.4074918117274857,0.24838523271594573,0.13648328787891556,0.20763966767765296,0.2244794250223127,0.2287661230706544,0.2657071775686466,0.2810472743383863,0.5,-8.314837455749512,-8.409239768981934,-9.242082595825195,0.43373433574782483,0.39466207950279114,0.1716035847493841,0.9238707423210144,1.0511549711227417,1.155260443687439,0.2944562643267777,0.33442569341591416,0.3711180422573081
42,"square
spades
stars
circle",texture,color,stars,square,spades,circle,2,0,1,3,red square with stars,spades,red square with spades,red circle with spades,red square with stars,2,1,0,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a red square with stars
a red circle with spades
a red square with spades

Your task is to make your friend pick out the following target object:

the red square with stars

Which of the following words would you choose:

square
spades
stars
circle

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a red square with stars
a red circle with spades
a red square with spades

Your friend can choose from the following list of words:

square
spades
stars
circle

Your friend chose the word:

spades

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-2.777418851852417,-3.107422351837158,-3.9532928466796875,-4.069291591644287,0.6943547129631042,1.035807490348816,0.9883233308792114,1.3564305305480957,0.3415842137217428,0.28962659738570756,0.18974048131593596,0.17904870757661376,0.21110788380882006,0.25040902706943935,0.24453381681631262,0.29394927230542806,0.5,-7.4006733894348145,-8.877330780029297,-10.888444900512695,0.7943008695279151,0.18141821167330247,0.024280918798782403,1.0572389364242554,1.2681901454925537,1.8147406578063965,0.22894857977410835,0.2827176354434459,0.4883337847824458
43,"hexagon
triangle
blue
green",color,texture,blue,hexagon,green,triangle,2,0,3,1,blue hexagon with spades,green,green hexagon with spades,green triangle with spades,blue hexagon with spades,2,1,0,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a blue hexagon with spades
a green triangle with spades
a green hexagon with spades

Your task is to make your friend pick out the following target object:

the blue hexagon with spades

Which of the following words would you choose:

hexagon
triangle
blue
green

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a blue hexagon with spades
a green triangle with spades
a green hexagon with spades

Your friend can choose from the following list of words:

hexagon
triangle
blue
green

Your friend chose the word:

green

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-2.6720123291015625,-3.3239028453826904,-4.614832878112793,-4.081048011779785,0.8906707763671875,0.8309757709503174,1.5382776260375977,1.360349178314209,0.3853950126887684,0.2781953478828722,0.14589082102699044,0.19051881840136906,0.21655922430864719,0.21019098309077291,0.2993661745827294,0.2738836180178504,0.5,-7.0938873291015625,-9.744874000549316,-9.550094604492188,0.8647967017786369,0.061038681186404826,0.07416461703495836,0.8867358565330505,1.392124891281128,1.1937618255615234,0.24894159121118936,0.41265311725586973,0.33840529153294097
44,"red
hexagon
green
triangle",color,texture,red,triangle,green,hexagon,0,3,2,1,red triangle with stripes,green,green triangle with stripes,green hexagon with stripes,red triangle with stripes,2,0,1,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a green hexagon with stripes
a red triangle with stripes
a green triangle with stripes

Your task is to make your friend pick out the following target object:

the red triangle with stripes

Which of the following words would you choose:

red
hexagon
green
triangle

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a green hexagon with stripes
a red triangle with stripes
a green triangle with stripes

Your friend can choose from the following list of words:

red
hexagon
green
triangle

Your friend chose the word:

green

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-3.143862724304199,-2.458019256591797,-4.798104286193848,-4.39937686920166,1.0479543209075928,0.8193397521972656,1.5993680953979492,1.0998443365097046,0.29584461744138907,0.41686236579582386,0.12937479694006931,0.15791821982271767,0.23608681534876896,0.2105856196643824,0.3110353235492322,0.2422922414376164,0.5,-8.095047950744629,-7.787006378173828,-9.600885391235352,0.3872083396569597,0.5268966746899444,0.08589498565309595,1.1564353704452515,0.9733757972717285,1.3715550899505615,0.3254436158946711,0.27100293481925497,0.403553449286074
