submission_id,condition,experiment_duration,experiment_end_time,experiment_start_time,prolific_pid,prolific_session_id,prolific_study_id,response,responseTime,trial,trial_nr
124,interpretation,95232,1691398887261,1691398792029,63ee1884534ecc3f58e7bb8a,64d0b28247077314a421e9e0,64d090c81fcb15c17edd96da,a blue circle with dots,15589,55,4
125,production,77409,1691398914221,1691398836812,6072f5e58232a7e276108b28,64d0b2b19b891a7e8c514c43,64d090c81fcb15c17edd96da,orange,26594,68,1
125,production,77409,1691398914221,1691398836812,6072f5e58232a7e276108b28,64d0b2b19b891a7e8c514c43,64d090c81fcb15c17edd96da,hexagon,11886,60,2
125,interpretation,77409,1691398914221,1691398836812,6072f5e58232a7e276108b28,64d0b2b19b891a7e8c514c43,64d090c81fcb15c17edd96da,a orange square with spades,21021,82,3
125,interpretation,77409,1691398914221,1691398836812,6072f5e58232a7e276108b28,64d0b2b19b891a7e8c514c43,64d090c81fcb15c17edd96da,a orange square with stars,8767,49,4
126,production,49206,1691398915671,1691398866465,60a83dbee5c20de028a5a9a6,64d0b2cc2a46019b7102ac7a,64d090c81fcb15c17edd96da,stars,14824,59,1
126,production,49206,1691398915671,1691398866465,60a83dbee5c20de028a5a9a6,64d0b2cc2a46019b7102ac7a,64d090c81fcb15c17edd96da,blue,6877,46,2
126,interpretation,49206,1691398915671,1691398866465,60a83dbee5c20de028a5a9a6,64d0b2cc2a46019b7102ac7a,64d090c81fcb15c17edd96da,a green square with spades,17549,32,3
126,interpretation,49206,1691398915671,1691398866465,60a83dbee5c20de028a5a9a6,64d0b2cc2a46019b7102ac7a,64d090c81fcb15c17edd96da,a red circle with stripes,5364,50,4
127,production,68073,1691398930320,1691398862247,5ffb3e2fb301961613c341cd,64d0b2c6c75c62c11ec30ce1,64d090c81fcb15c17edd96da,orange,21253,26,1
127,production,68073,1691398930320,1691398862247,5ffb3e2fb301961613c341cd,64d0b2c6c75c62c11ec30ce1,64d090c81fcb15c17edd96da,orange,8494,63,2
127,interpretation,68073,1691398930320,1691398862247,5ffb3e2fb301961613c341cd,64d0b2c6c75c62c11ec30ce1,64d090c81fcb15c17edd96da,a orange triangle with stars,24734,14,3
127,interpretation,68073,1691398930320,1691398862247,5ffb3e2fb301961613c341cd,64d0b2c6c75c62c11ec30ce1,64d090c81fcb15c17edd96da,a orange triangle with stripes,5133,1,4
128,production,69803,1691398954196,1691398884393,603659d5c391045d1e4b332b,64d0b2dbed36c15559a5fb22,64d090c81fcb15c17edd96da,triangle,32253,94,1
128,production,69803,1691398954196,1691398884393,603659d5c391045d1e4b332b,64d0b2dbed36c15559a5fb22,64d090c81fcb15c17edd96da,blue,7643,37,2
128,interpretation,69803,1691398954196,1691398884393,603659d5c391045d1e4b332b,64d0b2dbed36c15559a5fb22,64d090c81fcb15c17edd96da,a green triangle with spades,16453,52,3
128,interpretation,69803,1691398954196,1691398884393,603659d5c391045d1e4b332b,64d0b2dbed36c15559a5fb22,64d090c81fcb15c17edd96da,a red hexagon with stripes,7634,97,4
129,production,91038,1691398955264,1691398864226,5fa4b51274ac2816b05d409a,64d0b2c055f1dcca5202ac9b,64d090c81fcb15c17edd96da,blue,21736,46,1
129,production,91038,1691398955264,1691398864226,5fa4b51274ac2816b05d409a,64d0b2c055f1dcca5202ac9b,64d090c81fcb15c17edd96da,blue,7338,27,2
129,interpretation,91038,1691398955264,1691398864226,5fa4b51274ac2816b05d409a,64d0b2c055f1dcca5202ac9b,64d090c81fcb15c17edd96da,a blue triangle with spades,32349,90,3
129,interpretation,91038,1691398955264,1691398864226,5fa4b51274ac2816b05d409a,64d0b2c055f1dcca5202ac9b,64d090c81fcb15c17edd96da,a orange hexagon with stripes,18552,70,4
130,production,89086,1691398962121,1691398873035,5e5bbb34e3df7d39cb0ca426,64d0b2d1a23c0cb272f7df1d,64d090c81fcb15c17edd96da,stars,33737,1,1
130,production,89086,1691398962121,1691398873035,5e5bbb34e3df7d39cb0ca426,64d0b2d1a23c0cb272f7df1d,64d090c81fcb15c17edd96da,red,11917,44,2
130,interpretation,89086,1691398962121,1691398873035,5e5bbb34e3df7d39cb0ca426,64d0b2d1a23c0cb272f7df1d,64d090c81fcb15c17edd96da,a green triangle with stripes,20849,21,3
130,interpretation,89086,1691398962121,1691398873035,5e5bbb34e3df7d39cb0ca426,64d0b2d1a23c0cb272f7df1d,64d090c81fcb15c17edd96da,a red hexagon with stars,13183,19,4
131,production,99667,1691398965033,1691398865366,64aff5b6e3a4da1b1a0e0f4e,64d0b2cb713daff4be3a8040,64d090c81fcb15c17edd96da,stripes,31511,89,1
131,production,99667,1691398965033,1691398865366,64aff5b6e3a4da1b1a0e0f4e,64d0b2cb713daff4be3a8040,64d090c81fcb15c17edd96da,stars,8088,16,2
131,interpretation,99667,1691398965033,1691398865366,64aff5b6e3a4da1b1a0e0f4e,64d0b2cb713daff4be3a8040,64d090c81fcb15c17edd96da,a red hexagon with spades,31679,99,3
131,interpretation,99667,1691398965033,1691398865366,64aff5b6e3a4da1b1a0e0f4e,64d0b2cb713daff4be3a8040,64d090c81fcb15c17edd96da,a red square with stripes,19827,96,4
147,production,227295,1691399091164,1691398863869,60bbe5dac754ff6671006e16,64d0b2cae9444f122555e00a,64d090c81fcb15c17edd96da,stripes,43716,39,1
147,production,227295,1691399091164,1691398863869,60bbe5dac754ff6671006e16,64d0b2cae9444f122555e00a,64d090c81fcb15c17edd96da,stripes,32873,82,2
147,interpretation,227295,1691399091164,1691398863869,60bbe5dac754ff6671006e16,64d0b2cae9444f122555e00a,64d090c81fcb15c17edd96da,a red triangle with stripes,68678,87,3
147,interpretation,227295,1691399091164,1691398863869,60bbe5dac754ff6671006e16,64d0b2cae9444f122555e00a,64d090c81fcb15c17edd96da,a blue square with stripes,69666,61,4
132,production,69848,1691398985454,1691398915606,5f9531aba2e73437e84922d0,64d0b2fc248930fd423a7fde,64d090c81fcb15c17edd96da,blue,22962,34,1
132,production,69848,1691398985454,1691398915606,5f9531aba2e73437e84922d0,64d0b2fc248930fd423a7fde,64d090c81fcb15c17edd96da,blue,10437,24,2
132,interpretation,69848,1691398985454,1691398915606,5f9531aba2e73437e84922d0,64d0b2fc248930fd423a7fde,64d090c81fcb15c17edd96da,a orange hexagon with spades,14186,41,3
132,interpretation,69848,1691398985454,1691398915606,5f9531aba2e73437e84922d0,64d0b2fc248930fd423a7fde,64d090c81fcb15c17edd96da,a red triangle with stripes,6798,37,4
133,production,78750,1691399014223,1691398935473,6077dd4c0a8ff92267e84b6e,64d0b2f56c45d5546f74df86,64d090c81fcb15c17edd96da,square,20917,98,1
133,production,78750,1691399014223,1691398935473,6077dd4c0a8ff92267e84b6e,64d0b2f56c45d5546f74df86,64d090c81fcb15c17edd96da,blue,8899,43,2
133,interpretation,78750,1691399014223,1691398935473,6077dd4c0a8ff92267e84b6e,64d0b2f56c45d5546f74df86,64d090c81fcb15c17edd96da,a orange square with stars,31454,71,3
133,interpretation,78750,1691399014223,1691398935473,6077dd4c0a8ff92267e84b6e,64d0b2f56c45d5546f74df86,64d090c81fcb15c17edd96da,a red square with stars,13429,4,4
134,production,44529,1691398988512,1691398943983,5a15e1f77542890001aa7c74,64d0b310289375c75315bd89,64d090c81fcb15c17edd96da,hexagon,15001,57,1
134,production,44529,1691398988512,1691398943983,5a15e1f77542890001aa7c74,64d0b310289375c75315bd89,64d090c81fcb15c17edd96da,hexagon,2850,5,2
134,interpretation,44529,1691398988512,1691398943983,5a15e1f77542890001aa7c74,64d0b310289375c75315bd89,64d090c81fcb15c17edd96da,a blue triangle with stripes,8622,11,3
134,interpretation,44529,1691398988512,1691398943983,5a15e1f77542890001aa7c74,64d0b310289375c75315bd89,64d090c81fcb15c17edd96da,a green triangle with stars,10649,67,4
135,production,33044,1691398998020,1691398964976,5e5bbb34e3df7d39cb0ca426,64d0b2d1a23c0cb272f7df1d,64d090c81fcb15c17edd96da,dots,12590,17,1
135,production,33044,1691398998020,1691398964976,5e5bbb34e3df7d39cb0ca426,64d0b2d1a23c0cb272f7df1d,64d090c81fcb15c17edd96da,orange,6318,92,2
135,interpretation,33044,1691398998020,1691398964976,5e5bbb34e3df7d39cb0ca426,64d0b2d1a23c0cb272f7df1d,64d090c81fcb15c17edd96da,a red square with spades,5519,82,3
135,interpretation,33044,1691398998020,1691398964976,5e5bbb34e3df7d39cb0ca426,64d0b2d1a23c0cb272f7df1d,64d090c81fcb15c17edd96da,a red triangle with dots,4267,45,4
136,production,18454,1691399008451,1691398989997,62e968ce38fb004111e4abe9,64d0b34717adb69134094672,64d090c81fcb15c17edd96da,circle,5915,53,1
136,production,18454,1691399008451,1691398989997,62e968ce38fb004111e4abe9,64d0b34717adb69134094672,64d090c81fcb15c17edd96da,stars,1865,84,2
136,interpretation,18454,1691399008451,1691398989997,62e968ce38fb004111e4abe9,64d0b34717adb69134094672,64d090c81fcb15c17edd96da,a red square with stripes,2286,40,3
136,interpretation,18454,1691399008451,1691398989997,62e968ce38fb004111e4abe9,64d0b34717adb69134094672,64d090c81fcb15c17edd96da,a red hexagon with stripes,1729,19,4
137,production,53662,1691399009336,1691398955674,5960a96e07ed5e0001cd0ddf,64d0b324649c63ae92b10dc4,64d090c81fcb15c17edd96da,square,18885,42,1
137,production,53662,1691399009336,1691398955674,5960a96e07ed5e0001cd0ddf,64d0b324649c63ae92b10dc4,64d090c81fcb15c17edd96da,stripes,11619,19,2
137,interpretation,53662,1691399009336,1691398955674,5960a96e07ed5e0001cd0ddf,64d0b324649c63ae92b10dc4,64d090c81fcb15c17edd96da,a green circle with dots,10407,76,3
137,interpretation,53662,1691399009336,1691398955674,5960a96e07ed5e0001cd0ddf,64d0b324649c63ae92b10dc4,64d090c81fcb15c17edd96da,a orange circle with stars,7981,14,4
139,production,197258,1691399050110,1691398852852,5f44153822266433e442c88a,64d0b2be1661db79395b46bc,64d090c81fcb15c17edd96da,stars,44925,70,1
139,production,197258,1691399050110,1691398852852,5f44153822266433e442c88a,64d0b2be1661db79395b46bc,64d090c81fcb15c17edd96da,stars,32448,6,2
139,interpretation,197258,1691399050110,1691398852852,5f44153822266433e442c88a,64d0b2be1661db79395b46bc,64d090c81fcb15c17edd96da,a blue square with stripes,94655,93,3
139,interpretation,197258,1691399050110,1691398852852,5f44153822266433e442c88a,64d0b2be1661db79395b46bc,64d090c81fcb15c17edd96da,a orange square with stars,13994,83,4
148,production,84653,1691399098315,1691399013662,5c2520f2f202160001f4c015,64d0b3618ec0b6ef274c8ff8,64d090c81fcb15c17edd96da,orange,30720,63,1
148,production,84653,1691399098315,1691399013662,5c2520f2f202160001f4c015,64d0b3618ec0b6ef274c8ff8,64d090c81fcb15c17edd96da,orange,14728,96,2
148,interpretation,84653,1691399098315,1691399013662,5c2520f2f202160001f4c015,64d0b3618ec0b6ef274c8ff8,64d090c81fcb15c17edd96da,a red square with stripes,26306,25,3
148,interpretation,84653,1691399098315,1691399013662,5c2520f2f202160001f4c015,64d0b3618ec0b6ef274c8ff8,64d090c81fcb15c17edd96da,a blue triangle with stars,8166,53,4
138,production,84420,1691399048847,1691398964427,55c37e1cfdf99b3f595dc7ff,64d0b3259333f8e61a2141c1,64d090c81fcb15c17edd96da,hexagon,20511,88,1
138,production,84420,1691399048847,1691398964427,55c37e1cfdf99b3f595dc7ff,64d0b3259333f8e61a2141c1,64d090c81fcb15c17edd96da,orange,14144,83,2
138,interpretation,84420,1691399048847,1691398964427,55c37e1cfdf99b3f595dc7ff,64d0b3259333f8e61a2141c1,64d090c81fcb15c17edd96da,a orange hexagon with stars,23904,86,3
138,interpretation,84420,1691399048847,1691398964427,55c37e1cfdf99b3f595dc7ff,64d0b3259333f8e61a2141c1,64d090c81fcb15c17edd96da,a red square with stripes,19343,65,4
142,production,101557,1691399077586,1691398976029,5ab688d1e1546900019b5f63,64d0b335b06072004705b85f,64d090c81fcb15c17edd96da,green,26056,91,1
142,production,101557,1691399077586,1691398976029,5ab688d1e1546900019b5f63,64d0b335b06072004705b85f,64d090c81fcb15c17edd96da,red,30716,17,2
142,interpretation,101557,1691399077586,1691398976029,5ab688d1e1546900019b5f63,64d0b335b06072004705b85f,64d090c81fcb15c17edd96da,a orange hexagon with stripes,21045,48,3
142,interpretation,101557,1691399077586,1691398976029,5ab688d1e1546900019b5f63,64d0b335b06072004705b85f,64d090c81fcb15c17edd96da,a blue hexagon with stars,15906,81,4
151,production,52600,1691399127817,1691399075217,574fe6b5cac74a000654223f,64d0b39a497969166275b326,64d090c81fcb15c17edd96da,circle,13401,33,1
151,production,52600,1691399127817,1691399075217,574fe6b5cac74a000654223f,64d0b39a497969166275b326,64d090c81fcb15c17edd96da,stars,4414,58,2
151,interpretation,52600,1691399127817,1691399075217,574fe6b5cac74a000654223f,64d0b39a497969166275b326,64d090c81fcb15c17edd96da,a red triangle with spades,15936,91,3
151,interpretation,52600,1691399127817,1691399075217,574fe6b5cac74a000654223f,64d0b39a497969166275b326,64d090c81fcb15c17edd96da,a blue triangle with dots,12208,38,4
154,production,102073,1691399141296,1691399039223,623619be4fe2ff0b37e33e85,64d0b376e0f35fe60e214174,64d090c81fcb15c17edd96da,green,19754,50,1
154,production,102073,1691399141296,1691399039223,623619be4fe2ff0b37e33e85,64d0b376e0f35fe60e214174,64d090c81fcb15c17edd96da,square,11269,56,2
154,interpretation,102073,1691399141296,1691399039223,623619be4fe2ff0b37e33e85,64d0b376e0f35fe60e214174,64d090c81fcb15c17edd96da,a blue circle with stripes,29765,11,3
154,interpretation,102073,1691399141296,1691399039223,623619be4fe2ff0b37e33e85,64d0b376e0f35fe60e214174,64d090c81fcb15c17edd96da,a green hexagon with spades,30539,78,4
140,production,94224,1691399065331,1691398971107,62fbb87f338d2263354eae25,64d0b335f977ac018bb11587,64d090c81fcb15c17edd96da,square,35808,5,1
140,production,94224,1691399065331,1691398971107,62fbb87f338d2263354eae25,64d0b335f977ac018bb11587,64d090c81fcb15c17edd96da,stars,18568,42,2
140,interpretation,94224,1691399065331,1691398971107,62fbb87f338d2263354eae25,64d0b335f977ac018bb11587,64d090c81fcb15c17edd96da,a blue triangle with stars,31725,11,3
140,interpretation,94224,1691399065331,1691398971107,62fbb87f338d2263354eae25,64d0b335f977ac018bb11587,64d090c81fcb15c17edd96da,a red triangle with stars,1716,37,4
141,production,89671,1691399076424,1691398986753,60cd0ca27459afeb46a86b69,64d0b34357f813e448bf48e4,64d090c81fcb15c17edd96da,green,26040,20,1
141,production,89671,1691399076424,1691398986753,60cd0ca27459afeb46a86b69,64d0b34357f813e448bf48e4,64d090c81fcb15c17edd96da,orange,19774,62,2
141,interpretation,89671,1691399076424,1691398986753,60cd0ca27459afeb46a86b69,64d0b34357f813e448bf48e4,64d090c81fcb15c17edd96da,a red triangle with stars,26097,89,3
141,interpretation,89671,1691399076424,1691398986753,60cd0ca27459afeb46a86b69,64d0b34357f813e448bf48e4,64d090c81fcb15c17edd96da,a green triangle with stars,8758,72,4
145,production,117184,1691399086446,1691398969262,5aca1b55e1099600016ab6b7,64d0b3335ca1221bb6b578dc,64d090c81fcb15c17edd96da,stripes,24624,38,1
145,production,117184,1691399086446,1691398969262,5aca1b55e1099600016ab6b7,64d0b3335ca1221bb6b578dc,64d090c81fcb15c17edd96da,blue,13202,27,2
145,interpretation,117184,1691399086446,1691398969262,5aca1b55e1099600016ab6b7,64d0b3335ca1221bb6b578dc,64d090c81fcb15c17edd96da,a green square with stars,27468,49,3
145,interpretation,117184,1691399086446,1691398969262,5aca1b55e1099600016ab6b7,64d0b3335ca1221bb6b578dc,64d090c81fcb15c17edd96da,a red circle with stars,14275,89,4
152,production,99719,1691399129524,1691399029805,58c6984e93dac30001d49d33,64d0b362bf25491b7bb10d96,64d090c81fcb15c17edd96da,hexagon,28353,60,1
152,production,99719,1691399129524,1691399029805,58c6984e93dac30001d49d33,64d0b362bf25491b7bb10d96,64d090c81fcb15c17edd96da,circle,11760,45,2
152,interpretation,99719,1691399129524,1691399029805,58c6984e93dac30001d49d33,64d0b362bf25491b7bb10d96,64d090c81fcb15c17edd96da,a red circle with spades,34925,31,3
152,interpretation,99719,1691399129524,1691399029805,58c6984e93dac30001d49d33,64d0b362bf25491b7bb10d96,64d090c81fcb15c17edd96da,a green triangle with spades,12500,52,4
143,production,61399,1691399076705,1691399015306,5ed4de8880b2eb000ab28a70,64d0b360d6ad58a613228410,64d090c81fcb15c17edd96da,stars,12618,70,1
143,production,61399,1691399076705,1691399015306,5ed4de8880b2eb000ab28a70,64d0b360d6ad58a613228410,64d090c81fcb15c17edd96da,green,9603,50,2
143,interpretation,61399,1691399076705,1691399015306,5ed4de8880b2eb000ab28a70,64d0b360d6ad58a613228410,64d090c81fcb15c17edd96da,a red triangle with dots,21636,95,3
143,interpretation,61399,1691399076705,1691399015306,5ed4de8880b2eb000ab28a70,64d0b360d6ad58a613228410,64d090c81fcb15c17edd96da,a red triangle with dots,10854,45,4
150,production,52906,1691399126281,1691399073375,5efec4f76844573daf87a6bb,64d0b39b26e68aa1e37f9c32,64d090c81fcb15c17edd96da,orange,12551,2,1
150,production,52906,1691399126281,1691399073375,5efec4f76844573daf87a6bb,64d0b39b26e68aa1e37f9c32,64d090c81fcb15c17edd96da,blue,7038,34,2
150,interpretation,52906,1691399126281,1691399073375,5efec4f76844573daf87a6bb,64d0b39b26e68aa1e37f9c32,64d090c81fcb15c17edd96da,a red square with dots,11530,10,3
150,interpretation,52906,1691399126281,1691399073375,5efec4f76844573daf87a6bb,64d0b39b26e68aa1e37f9c32,64d090c81fcb15c17edd96da,a orange circle with dots,14375,9,4
144,production,108379,1691399081008,1691398972629,6070a06a1d49fbecb9ee79d2,64d0b33750e0f21340752e94,64d090c81fcb15c17edd96da,square,29478,40,1
144,production,108379,1691399081008,1691398972629,6070a06a1d49fbecb9ee79d2,64d0b33750e0f21340752e94,64d090c81fcb15c17edd96da,stripes,15054,23,2
144,interpretation,108379,1691399081008,1691398972629,6070a06a1d49fbecb9ee79d2,64d0b33750e0f21340752e94,64d090c81fcb15c17edd96da,a red hexagon with spades,42657,27,3
144,interpretation,108379,1691399081008,1691398972629,6070a06a1d49fbecb9ee79d2,64d0b33750e0f21340752e94,64d090c81fcb15c17edd96da,a blue triangle with stripes,14856,11,4
146,production,101923,1691399087088,1691398985165,5fb4f8799f1ebc2ead2ea064,64d0b3427a6c46880f6160ff,64d090c81fcb15c17edd96da,circle,31423,69,1
146,production,101923,1691399087088,1691398985165,5fb4f8799f1ebc2ead2ea064,64d0b3427a6c46880f6160ff,64d090c81fcb15c17edd96da,hexagon,5365,87,2
146,interpretation,101923,1691399087088,1691398985165,5fb4f8799f1ebc2ead2ea064,64d0b3427a6c46880f6160ff,64d090c81fcb15c17edd96da,a orange circle with dots,27951,51,3
146,interpretation,101923,1691399087088,1691398985165,5fb4f8799f1ebc2ead2ea064,64d0b3427a6c46880f6160ff,64d090c81fcb15c17edd96da,a blue triangle with stars,7261,53,4
149,production,164527,1691399103184,1691398938657,58ce8ad7444ade000102461d,64d0b31661cde75853418d5d,64d090c81fcb15c17edd96da,blue,33224,34,1
149,production,164527,1691399103184,1691398938657,58ce8ad7444ade000102461d,64d0b31661cde75853418d5d,64d090c81fcb15c17edd96da,triangle,12154,25,2
149,interpretation,164527,1691399103184,1691398938657,58ce8ad7444ade000102461d,64d0b31661cde75853418d5d,64d090c81fcb15c17edd96da,a blue square with dots,71794,12,3
149,interpretation,164527,1691399103184,1691398938657,58ce8ad7444ade000102461d,64d0b31661cde75853418d5d,64d090c81fcb15c17edd96da,a green triangle with dots,39404,64,4
153,production,121803,1691399140809,1691399019006,6326eb330841b43a680facba,64d0b365248930fd423a8004,64d090c81fcb15c17edd96da,orange,24977,68,1
153,production,121803,1691399140809,1691399019006,6326eb330841b43a680facba,64d0b365248930fd423a8004,64d090c81fcb15c17edd96da,stripes,15339,51,2
153,interpretation,121803,1691399140809,1691399019006,6326eb330841b43a680facba,64d0b365248930fd423a8004,64d090c81fcb15c17edd96da,a orange triangle with stars,47160,46,3
153,interpretation,121803,1691399140809,1691399019006,6326eb330841b43a680facba,64d0b365248930fd423a8004,64d090c81fcb15c17edd96da,a orange circle with stars,25316,14,4
155,production,177911,1691399155688,1691398977777,614683508ca64b3cbdd73b9b,64d0b3333b5878dd7a5aa525,64d090c81fcb15c17edd96da,green,33132,47,1
155,production,177911,1691399155688,1691398977777,614683508ca64b3cbdd73b9b,64d0b3333b5878dd7a5aa525,64d090c81fcb15c17edd96da,blue,29979,36,2
155,interpretation,177911,1691399155688,1691398977777,614683508ca64b3cbdd73b9b,64d0b3333b5878dd7a5aa525,64d090c81fcb15c17edd96da,a orange triangle with spades,76899,59,3
155,interpretation,177911,1691399155688,1691398977777,614683508ca64b3cbdd73b9b,64d0b3333b5878dd7a5aa525,64d090c81fcb15c17edd96da,a blue square with stripes,6483,93,4
156,production,115121,1691399161594,1691399046473,5a88a9efeea3d300016e8661,64d0b3829bf345f1a027c074,64d090c81fcb15c17edd96da,blue,37490,41,1
156,production,115121,1691399161594,1691399046473,5a88a9efeea3d300016e8661,64d0b3829bf345f1a027c074,64d090c81fcb15c17edd96da,triangle,25706,25,2
156,interpretation,115121,1691399161594,1691399046473,5a88a9efeea3d300016e8661,64d0b3829bf345f1a027c074,64d090c81fcb15c17edd96da,a green triangle with stars,30260,72,3
156,interpretation,115121,1691399161594,1691399046473,5a88a9efeea3d300016e8661,64d0b3829bf345f1a027c074,64d090c81fcb15c17edd96da,a green circle with stripes,14438,73,4
157,production,65046,1691399183634,1691399118588,5ca48653ed23650001328d9d,64d0b3cb5ca1221bb6b57910,64d090c81fcb15c17edd96da,hexagon,29952,87,1
157,production,65046,1691399183634,1691399118588,5ca48653ed23650001328d9d,64d0b3cb5ca1221bb6b57910,64d090c81fcb15c17edd96da,orange,5584,83,2
157,interpretation,65046,1691399183634,1691399118588,5ca48653ed23650001328d9d,64d0b3cb5ca1221bb6b57910,64d090c81fcb15c17edd96da,a green hexagon with dots,14770,33,3
157,interpretation,65046,1691399183634,1691399118588,5ca48653ed23650001328d9d,64d0b3cb5ca1221bb6b57910,64d090c81fcb15c17edd96da,a red circle with stars,6648,89,4
158,production,64157,1691399183910,1691399119753,5d7f5edd19788b00010d954c,64d0b3cbaddd0408d54ecc49,64d090c81fcb15c17edd96da,hexagon,18959,21,1
158,production,64157,1691399183910,1691399119753,5d7f5edd19788b00010d954c,64d0b3cbaddd0408d54ecc49,64d090c81fcb15c17edd96da,dots,10260,65,2
158,interpretation,64157,1691399183910,1691399119753,5d7f5edd19788b00010d954c,64d0b3cbaddd0408d54ecc49,64d090c81fcb15c17edd96da,a green hexagon with spades,21992,33,3
158,interpretation,64157,1691399183910,1691399119753,5d7f5edd19788b00010d954c,64d0b3cbaddd0408d54ecc49,64d090c81fcb15c17edd96da,a red triangle with dots,9399,95,4
159,production,204081,1691399192761,1691398988680,63089b4ddcb40dc001bd6ea5,64d0b347a56a50a220b115ca,64d090c81fcb15c17edd96da,triangle,46351,94,1
159,production,204081,1691399192761,1691398988680,63089b4ddcb40dc001bd6ea5,64d0b347a56a50a220b115ca,64d090c81fcb15c17edd96da,square,24175,81,2
159,interpretation,204081,1691399192761,1691398988680,63089b4ddcb40dc001bd6ea5,64d0b347a56a50a220b115ca,64d090c81fcb15c17edd96da,a red triangle with stripes,67199,17,3
159,interpretation,204081,1691399192761,1691398988680,63089b4ddcb40dc001bd6ea5,64d0b347a56a50a220b115ca,64d090c81fcb15c17edd96da,a blue circle with stripes,53350,2,4
178,production,164582,1691399298850,1691399134268,5d9029dab1a0f00017dac7b9,64d0b3d1fa3d66aa9f852ca4,64d090c81fcb15c17edd96da,blue,43069,34,1
178,production,164582,1691399298850,1691399134268,5d9029dab1a0f00017dac7b9,64d0b3d1fa3d66aa9f852ca4,64d090c81fcb15c17edd96da,circle,12067,90,2
178,interpretation,164582,1691399298850,1691399134268,5d9029dab1a0f00017dac7b9,64d0b3d1fa3d66aa9f852ca4,64d090c81fcb15c17edd96da,a blue circle with dots,72329,76,3
178,interpretation,164582,1691399298850,1691399134268,5d9029dab1a0f00017dac7b9,64d0b3d1fa3d66aa9f852ca4,64d090c81fcb15c17edd96da,a green triangle with dots,20811,23,4
179,production,95972,1691399302552,1691399206580,60ff05e419a2feffb74350bc,64d0b41df977ac018bb115c6,64d090c81fcb15c17edd96da,spades,23160,95,1
179,production,95972,1691399302552,1691399206580,60ff05e419a2feffb74350bc,64d0b41df977ac018bb115c6,64d090c81fcb15c17edd96da,orange,6558,74,2
179,interpretation,95972,1691399302552,1691399206580,60ff05e419a2feffb74350bc,64d0b41df977ac018bb115c6,64d090c81fcb15c17edd96da,a blue square with spades,36962,93,3
179,interpretation,95972,1691399302552,1691399206580,60ff05e419a2feffb74350bc,64d0b41df977ac018bb115c6,64d090c81fcb15c17edd96da,a blue triangle with stars,16761,20,4
186,production,157384,1691399320946,1691399163562,637fa8217593382b607e8d44,64d0b3e308f045f27a0b00b1,64d090c81fcb15c17edd96da,dots,53282,65,1
186,production,157384,1691399320946,1691399163562,637fa8217593382b607e8d44,64d0b3e308f045f27a0b00b1,64d090c81fcb15c17edd96da,circle,8513,53,2
186,interpretation,157384,1691399320946,1691399163562,637fa8217593382b607e8d44,64d0b3e308f045f27a0b00b1,64d090c81fcb15c17edd96da,a blue hexagon with stripes,66477,68,3
186,interpretation,157384,1691399320946,1691399163562,637fa8217593382b607e8d44,64d0b3e308f045f27a0b00b1,64d090c81fcb15c17edd96da,a blue square with stars,16377,69,4
160,production,177583,1691399197768,1691399020185,5907a8bc05fbfc00014771d4,64d0b3548ec0b6ef274c8ff0,64d090c81fcb15c17edd96da,green,35950,20,1
160,production,177583,1691399197768,1691399020185,5907a8bc05fbfc00014771d4,64d0b3548ec0b6ef274c8ff0,64d090c81fcb15c17edd96da,stripes,19324,23,2
